zip,tier
58454,DAS_EXTENDED
58455,DAS_EXTENDED
58456,REMOTE_US48
58458,DAS_EXTENDED
58460,REMOTE_US48
58461,DAS_EXTENDED
58463,REMOTE_US48
58464,DAS_EXTENDED
58466,REMOTE_US48
58467,REMOTE_US48
58472,REMOTE_US48
58474,DAS_EXTENDED
58475,REMOTE_US48
58476,DAS_EXTENDED
58477,DAS_EXTENDED
58478,REMOTE_US48
58479,DAS_EXTENDED
58480,REMOTE_US48
58481,REMOTE_US48
58482,DAS_EXTENDED
58483,REMOTE_US48
58484,DAS_EXTENDED
58486,REMOTE_US48
58487,REMOTE_US48
58488,REMOTE_US48
58489,DAS_EXTENDED
58490,REMOTE_US48
58492,DAS_EXTENDED
58494,REMOTE_US48
58495,DAS_EXTENDED
58496,REMOTE_US48
58497,DAS_EXTENDED
58501,DAS
58503,DAS
58504,DAS
58520,REMOTE_US48
58521,REMOTE_US48
58523,DAS_EXTENDED
58524,DAS_EXTENDED
58528,REMOTE_US48
58529,REMOTE_US48
58530,REMOTE_US48
58531,REMOTE_US48
58532,REMOTE_US48
58533,REMOTE_US48
58535,REMOTE_US48
58538,DAS_EXTENDED
58540,DAS_EXTENDED
58541,REMOTE_US48
58542,REMOTE_US48
58544,DAS_EXTENDED
58545,DAS_EXTENDED
58549,DAS_EXTENDED
58552,DAS_EXTENDED
58553,DAS_EXTENDED
58554,DAS
58558,DAS_EXTENDED
58559,DAS_EXTENDED
58560,DAS_EXTENDED
58561,DAS_EXTENDED
58562,REMOTE_US48
58563,REMOTE_US48
58564,DAS_EXTENDED
58565,DAS_EXTENDED
58566,REMOTE_US48
58568,DAS_EXTENDED
58569,REMOTE_US48
58570,REMOTE_US48
58571,DAS_EXTENDED
58572,REMOTE_US48
58573,DAS_EXTENDED
58575,DAS_EXTENDED
58576,DAS_EXTENDED
58577,DAS_EXTENDED
58579,DAS_EXTENDED
58580,REMOTE_US48
58581,REMOTE_US48
58601,DAS
58602,DAS
58620,REMOTE_US48
58621,DAS_EXTENDED
58622,DAS_EXTENDED
58623,DAS_EXTENDED
58625,DAS_EXTENDED
58626,DAS_EXTENDED
58627,REMOTE_US48
58630,REMOTE_US48
58631,DAS_EXTENDED
58632,REMOTE_US48
58634,REMOTE_US48
58636,REMOTE_US48
58638,DAS_EXTENDED
58639,DAS_EXTENDED
58640,DAS_EXTENDED
58641,REMOTE_US48
58642,REMOTE_US48
58643,DAS_EXTENDED
58644,REMOTE_US48
58645,DAS_EXTENDED
58646,REMOTE_US48
58647,REMOTE_US48
58649,REMOTE_US48
58650,REMOTE_US48
58651,REMOTE_US48
58652,REMOTE_US48
58653,REMOTE_US48
58654,REMOTE_US48
58655,DAS_EXTENDED
58656,REMOTE_US48
58701,DAS
58703,DAS
58704,DAS
58707,DAS
58710,DAS_EXTENDED
58711,DAS_EXTENDED
58712,REMOTE_US48
58713,DAS_EXTENDED
58716,DAS_EXTENDED
58718,REMOTE_US48
58721,DAS_EXTENDED
58722,DAS_EXTENDED
58723,REMOTE_US48
58725,DAS_EXTENDED
58727,DAS_EXTENDED
58730,DAS_EXTENDED
58731,DAS_EXTENDED
58733,DAS_EXTENDED
58734,REMOTE_US48
58735,REMOTE_US48
58736,REMOTE_US48
58737,REMOTE_US48
58740,DAS_EXTENDED
58741,REMOTE_US48
58744,DAS_EXTENDED
58746,DAS_EXTENDED
58747,DAS_EXTENDED
58748,DAS_EXTENDED
58750,REMOTE_US48
58752,DAS_EXTENDED
58755,REMOTE_US48
58756,DAS_EXTENDED
58757,DAS_EXTENDED
58758,DAS_EXTENDED
58759,DAS_EXTENDED
58760,REMOTE_US48
58761,DAS_EXTENDED
58762,DAS_EXTENDED
58763,DAS_EXTENDED
58765,DAS_EXTENDED
58768,DAS_EXTENDED
58769,REMOTE_US48
58770,DAS_EXTENDED
58771,REMOTE_US48
58772,REMOTE_US48
58773,REMOTE_US48
58775,DAS_EXTENDED
58776,REMOTE_US48
58778,REMOTE_US48
58779,REMOTE_US48
58781,DAS_EXTENDED
58782,DAS_EXTENDED
58783,REMOTE_US48
58784,DAS_EXTENDED
58785,DAS_EXTENDED
58787,REMOTE_US48
58788,REMOTE_US48
58789,REMOTE_US48
58790,DAS_EXTENDED
58792,REMOTE_US48
58793,DAS_EXTENDED
58794,REMOTE_US48
58795,DAS_EXTENDED
58801,DAS
58802,DAS
58803,DAS
58830,REMOTE_US48
58831,DAS_EXTENDED
58833,REMOTE_US48
58835,REMOTE_US48
58838,REMOTE_US48
58843,DAS_EXTENDED
58844,REMOTE_US48
58845,REMOTE_US48
58847,REMOTE_US48
58849,DAS_EXTENDED
58852,REMOTE_US48
58853,DAS_EXTENDED
58854,REMOTE_US48
58856,REMOTE_US48
59001,DAS_EXTENDED
59002,REMOTE_US48
59003,REMOTE_US48
59006,DAS_EXTENDED
59007,DAS_EXTENDED
59008,REMOTE_US48
59010,REMOTE_US48
59011,REMOTE_US48
59012,DAS_EXTENDED
59013,DAS_EXTENDED
59014,DAS_EXTENDED
59015,REMOTE_US48
59016,REMOTE_US48
59018,DAS_EXTENDED
59019,REMOTE_US48
59020,DAS_EXTENDED
59022,REMOTE_US48
59024,REMOTE_US48
59025,REMOTE_US48
59026,DAS_EXTENDED
59027,DAS_EXTENDED
59028,REMOTE_US48
59029,DAS_EXTENDED
59030,DAS_EXTENDED
59031,DAS_EXTENDED
59032,REMOTE_US48
59033,REMOTE_US48
59034,DAS_EXTENDED
59035,DAS_EXTENDED
59036,DAS
59037,DAS_EXTENDED
59038,REMOTE_US48
59039,REMOTE_US48
59041,REMOTE_US48
59043,DAS_EXTENDED
59044,DAS_EXTENDED
59046,REMOTE_US48
59047,REMOTE_US48
59050,REMOTE_US48
59052,REMOTE_US48
59053,REMOTE_US48
59054,REMOTE_US48
59055,REMOTE_US48
59057,REMOTE_US48
59058,REMOTE_US48
59059,REMOTE_US48
59061,REMOTE_US48
59062,REMOTE_US48
59063,DAS_EXTENDED
59064,REMOTE_US48
59065,DAS_EXTENDED
59066,REMOTE_US48
59067,REMOTE_US48
59068,REMOTE_US48
59069,REMOTE_US48
59070,REMOTE_US48
59071,REMOTE_US48
59072,REMOTE_US48
59073,DAS_EXTENDED
59074,REMOTE_US48
59075,REMOTE_US48
59076,REMOTE_US48
59077,REMOTE_US48
59078,REMOTE_US48
59079,DAS_EXTENDED
59081,DAS_EXTENDED
59082,DAS_EXTENDED
59084,REMOTE_US48
59085,REMOTE_US48
59086,REMOTE_US48
59087,REMOTE_US48
59088,DAS_EXTENDED
59089,DAS_EXTENDED
59101,DAS
59102,DAS
59105,DAS
59106,DAS
59201,DAS_EXTENDED
59211,REMOTE_US48
59212,DAS_EXTENDED
59213,REMOTE_US48
59214,REMOTE_US48
59215,REMOTE_US48
59217,DAS_EXTENDED
59218,DAS_EXTENDED
59219,DAS_EXTENDED
59221,REMOTE_US48
59222,REMOTE_US48
59223,REMOTE_US48
59225,REMOTE_US48
59226,REMOTE_US48
59230,DAS_EXTENDED
59231,DAS_EXTENDED
59240,REMOTE_US48
59241,REMOTE_US48
59242,REMOTE_US48
59243,REMOTE_US48
59244,REMOTE_US48
59245,DAS_EXTENDED
59247,REMOTE_US48
59248,DAS_EXTENDED
59250,REMOTE_US48
59252,REMOTE_US48
59253,REMOTE_US48
59254,DAS_EXTENDED
59255,DAS_EXTENDED
59256,REMOTE_US48
59257,REMOTE_US48
59258,REMOTE_US48
59259,REMOTE_US48
59260,REMOTE_US48
59261,DAS_EXTENDED
59262,REMOTE_US48
59263,DAS_EXTENDED
59270,DAS_EXTENDED
59273,DAS_EXTENDED
59274,REMOTE_US48
59275,REMOTE_US48
59276,REMOTE_US48
59301,DAS_EXTENDED
59311,REMOTE_US48
59312,REMOTE_US48
59313,REMOTE_US48
59314,REMOTE_US48
59315,REMOTE_US48
59316,REMOTE_US48
59317,REMOTE_US48
59318,REMOTE_US48
59319,REMOTE_US48
59322,REMOTE_US48
59323,DAS_EXTENDED
59324,REMOTE_US48
59326,REMOTE_US48
59327,REMOTE_US48
59330,DAS_EXTENDED
59332,REMOTE_US48
59333,DAS_EXTENDED
59336,REMOTE_US48
59337,REMOTE_US48
59338,DAS_EXTENDED
59339,REMOTE_US48
59341,REMOTE_US48
59343,REMOTE_US48
59344,REMOTE_US48
59345,REMOTE_US48
59347,REMOTE_US48
59348,DAS_EXTENDED
59349,REMOTE_US48
59351,REMOTE_US48
59353,REMOTE_US48
59354,REMOTE_US48
59404,DAS
59410,REMOTE_US48
59411,REMOTE_US48
59412,DAS_EXTENDED
59414,DAS
59416,REMOTE_US48
59417,DAS_EXTENDED
59418,REMOTE_US48
59419,REMOTE_US48
59420,REMOTE_US48
59421,REMOTE_US48
59422,DAS_EXTENDED
59424,DAS_EXTENDED
59425,DAS_EXTENDED
59427,DAS_EXTENDED
59430,REMOTE_US48
59432,REMOTE_US48
59433,REMOTE_US48
59434,DAS_EXTENDED
59435,REMOTE_US48
59436,DAS_EXTENDED
59440,REMOTE_US48
59441,DAS_EXTENDED
59442,DAS_EXTENDED
59443,DAS_EXTENDED
59444,REMOTE_US48
59445,DAS_EXTENDED
59446,REMOTE_US48
59447,REMOTE_US48
59448,REMOTE_US48
59450,REMOTE_US48
59451,REMOTE_US48
59452,DAS_EXTENDED
59453,REMOTE_US48
59454,DAS_EXTENDED
59456,REMOTE_US48
59457,DAS_EXTENDED
59460,REMOTE_US48
59461,DAS
59462,REMOTE_US48
59463,REMOTE_US48
59464,REMOTE_US48
59465,DAS_EXTENDED
59466,REMOTE_US48
59467,REMOTE_US48
59468,DAS_EXTENDED
59469,REMOTE_US48
59471,REMOTE_US48
59472,DAS_EXTENDED
59474,DAS_EXTENDED
59477,DAS
59479,REMOTE_US48
59480,REMOTE_US48
59482,DAS_EXTENDED
59483,REMOTE_US48
59484,REMOTE_US48
59485,DAS_EXTENDED
59486,DAS_EXTENDED
59487,DAS_EXTENDED
59489,DAS_EXTENDED
59501,DAS_EXTENDED
59520,REMOTE_US48
59521,DAS_EXTENDED
59522,DAS_EXTENDED
59523,REMOTE_US48
59524,REMOTE_US48
59525,REMOTE_US48
59526,DAS_EXTENDED
59527,REMOTE_US48
59528,REMOTE_US48
59529,REMOTE_US48
59530,REMOTE_US48
59531,REMOTE_US48
59532,REMOTE_US48
59535,DAS_EXTENDED
59537,REMOTE_US48
59538,REMOTE_US48
59540,REMOTE_US48
59542,REMOTE_US48
59544,DAS_EXTENDED
59545,REMOTE_US48
59546,REMOTE_US48
59547,REMOTE_US48
59602,DAS
59631,DAS_EXTENDED
59632,DAS_EXTENDED
59633,REMOTE_US48
59634,DAS_EXTENDED
59635,DAS
59638,DAS_EXTENDED
59639,DAS_EXTENDED
59640,DAS_EXTENDED
59641,REMOTE_US48
59642,REMOTE_US48
59643,DAS_EXTENDED
59644,DAS_EXTENDED
59645,DAS_EXTENDED
59647,REMOTE_US48
59648,REMOTE_US48
59710,DAS_EXTENDED
59711,DAS_EXTENDED
59713,DAS_EXTENDED
59714,DAS
59715,DAS
59716,DAS
59717,DAS
59718,DAS
59720,REMOTE_US48
59721,REMOTE_US48
59722,DAS_EXTENDED
59724,DAS_EXTENDED
59725,DAS_EXTENDED
59727,REMOTE_US48
59728,REMOTE_US48
59729,REMOTE_US48
59730,DAS_EXTENDED
59731,REMOTE_US48
59732,REMOTE_US48
59733,REMOTE_US48
59735,DAS_EXTENDED
59736,REMOTE_US48
59739,REMOTE_US48
59740,DAS_EXTENDED
59741,REMOTE_US48
59743,DAS_EXTENDED
59745,REMOTE_US48
59746,DAS_EXTENDED
59747,DAS_EXTENDED
59748,DAS_EXTENDED
59749,DAS_EXTENDED
59750,REMOTE_US48
59751,DAS_EXTENDED
59752,REMOTE_US48
59754,DAS_EXTENDED
59755,DAS_EXTENDED
59756,DAS
59758,REMOTE_US48
59759,DAS_EXTENDED
59760,DAS_EXTENDED
59761,DAS_EXTENDED
59762,REMOTE_US48
59801,DAS
59802,DAS
59803,DAS
59808,DAS
59812,DAS
59820,REMOTE_US48
59821,DAS_EXTENDED
59823,REMOTE_US48
59824,DAS_EXTENDED
59825,DAS_EXTENDED
59826,REMOTE_US48
59827,REMOTE_US48
59828,REMOTE_US48
59829,REMOTE_US48
59830,DAS_EXTENDED
59831,DAS_EXTENDED
59832,REMOTE_US48
59833,REMOTE_US48
59834,DAS_EXTENDED
59836,DAS_EXTENDED
59837,REMOTE_US48
59840,DAS_EXTENDED
59841,DAS
59842,DAS_EXTENDED
59843,DAS_EXTENDED
59844,REMOTE_US48
59845,REMOTE_US48
59846,DAS_EXTENDED
59847,DAS_EXTENDED
59848,REMOTE_US48
59853,REMOTE_US48
59854,REMOTE_US48
59855,DAS
59856,DAS_EXTENDED
59858,DAS_EXTENDED
59859,REMOTE_US48
59860,REMOTE_US48
59863,DAS_EXTENDED
59864,REMOTE_US48
59865,DAS_EXTENDED
59866,REMOTE_US48
59867,REMOTE_US48
59868,REMOTE_US48
59870,REMOTE_US48
59871,DAS_EXTENDED
59872,DAS_EXTENDED
59873,DAS_EXTENDED
59874,REMOTE_US48
59875,DAS_EXTENDED
59901,DAS_EXTENDED
59902,DAS
59910,DAS_EXTENDED
59911,REMOTE_US48
59912,REMOTE_US48
59913,REMOTE_US48
59914,DAS_EXTENDED
59915,DAS_EXTENDED
59916,DAS_EXTENDED
59917,REMOTE_US48
59918,DAS_EXTENDED
59919,DAS_EXTENDED
59920,REMOTE_US48
59922,DAS_EXTENDED
59923,REMOTE_US48
59925,REMOTE_US48
59926,DAS_EXTENDED
59927,DAS_EXTENDED
59928,REMOTE_US48
59929,DAS_EXTENDED
59930,REMOTE_US48
59931,DAS_EXTENDED
59932,DAS_EXTENDED
59933,DAS_EXTENDED
59934,REMOTE_US48
59935,DAS_EXTENDED
59936,DAS_EXTENDED
59937,DAS_EXTENDED
60033,DAS
60034,DAS_EXTENDED
60071,DAS
60072,DAS
60080,DAS
60081,DAS
60097,DAS
60098,DAS
60109,DAS
60111,DAS_EXTENDED
60112,DAS
60113,DAS
60119,DAS
60129,DAS
60135,DAS
60140,DAS
60145,DAS
60146,DAS
60147,DAS
60150,DAS_EXTENDED
60151,DAS_EXTENDED
60152,DAS
60175,DAS
60180,DAS
60182,DAS_EXTENDED
60184,DAS
60401,DAS
60407,DAS
60408,DAS
60410,DAS
60416,DAS
60420,DAS_EXTENDED
60421,DAS
60423,DAS
60424,DAS_EXTENDED
60437,DAS_EXTENDED
60442,DAS
60444,DAS_EXTENDED
60447,DAS_EXTENDED
60449,DAS
60450,DAS
60460,DAS_EXTENDED
60466,DAS
60468,DAS_EXTENDED
60470,DAS_EXTENDED
60472,DAS
60474,DAS
60479,DAS_EXTENDED
60481,DAS
60511,DAS_EXTENDED
60512,DAS
60518,DAS_EXTENDED
60520,DAS_EXTENDED
60530,DAS_EXTENDED
60531,DAS_EXTENDED
60537,DAS_EXTENDED
60541,DAS_EXTENDED
60548,DAS
60549,DAS_EXTENDED
60550,DAS_EXTENDED
60551,DAS_EXTENDED
60552,DAS_EXTENDED
60553,DAS_EXTENDED
60554,DAS
60557,DAS_EXTENDED
60560,DAS
60601,DAS
60602,DAS
60603,DAS
60604,DAS
60605,DAS
60606,DAS
60610,DAS
60611,DAS
60613,DAS
60644,DAS
60654,DAS
60827,DAS
60901,DAS
60910,DAS_EXTENDED
60911,DAS_EXTENDED
60912,DAS_EXTENDED
60913,DAS_EXTENDED
60917,DAS_EXTENDED
60918,DAS_EXTENDED
60919,DAS_EXTENDED
60920,DAS_EXTENDED
60921,DAS_EXTENDED
60922,DAS_EXTENDED
60924,DAS_EXTENDED
60927,DAS_EXTENDED
60928,DAS_EXTENDED
60929,DAS_EXTENDED
60930,DAS_EXTENDED
60931,DAS_EXTENDED
60932,DAS
60933,DAS_EXTENDED
60934,DAS_EXTENDED
60935,DAS_EXTENDED
60936,DAS
60938,DAS_EXTENDED
60939,DAS
60940,DAS_EXTENDED
60941,DAS_EXTENDED
60942,DAS_EXTENDED
60944,DAS_EXTENDED
60945,DAS
60946,DAS_EXTENDED
60948,DAS_EXTENDED
60949,DAS_EXTENDED
60950,DAS
60951,DAS_EXTENDED
60952,DAS_EXTENDED
60953,DAS_EXTENDED
60954,DAS
60955,DAS_EXTENDED
60956,DAS
60957,DAS
60958,DAS_EXTENDED
60959,DAS_EXTENDED
60960,DAS_EXTENDED
60961,DAS_EXTENDED
60962,DAS_EXTENDED
60963,DAS_EXTENDED
60964,DAS_EXTENDED
60966,DAS_EXTENDED
60967,DAS_EXTENDED
60968,DAS_EXTENDED
60969,DAS_EXTENDED
60970,DAS
60973,DAS_EXTENDED
60974,DAS_EXTENDED
61001,DAS_EXTENDED
61006,DAS_EXTENDED
61007,DAS_EXTENDED
61010,DAS
61011,DAS
61012,DAS_EXTENDED
61013,DAS
61014,DAS_EXTENDED
61015,DAS_EXTENDED
61016,DAS
61018,DAS_EXTENDED
61019,DAS_EXTENDED
61020,DAS
61021,DAS
61024,DAS_EXTENDED
61025,DAS
61027,DAS
61028,DAS_EXTENDED
61030,DAS_EXTENDED
61031,DAS_EXTENDED
61032,DAS
61036,DAS
61038,DAS_EXTENDED
61039,DAS_EXTENDED
61041,DAS_EXTENDED
61042,DAS_EXTENDED
61043,DAS_EXTENDED
61044,DAS_EXTENDED
61046,DAS_EXTENDED
61047,DAS_EXTENDED
61048,DAS_EXTENDED
61049,DAS_EXTENDED
61050,DAS_EXTENDED
61051,DAS_EXTENDED
61052,DAS_EXTENDED
61053,DAS_EXTENDED
61054,DAS_EXTENDED
61058,DAS
61059,DAS
61060,DAS_EXTENDED
61061,DAS
61062,DAS_EXTENDED
61063,DAS_EXTENDED
61064,DAS_EXTENDED
61065,DAS
61067,DAS_EXTENDED
61068,DAS
61070,DAS_EXTENDED
61071,DAS
61072,DAS
61074,DAS_EXTENDED
61075,DAS_EXTENDED
61077,DAS
61078,DAS_EXTENDED
61081,DAS
61084,DAS
61085,DAS_EXTENDED
61087,DAS_EXTENDED
61088,DAS
61089,DAS_EXTENDED
61091,DAS
61230,DAS_EXTENDED
61231,DAS_EXTENDED
61233,DAS_EXTENDED
61234,DAS_EXTENDED
61235,DAS_EXTENDED
61236,DAS
61237,DAS
61238,DAS_EXTENDED
61240,DAS
61241,DAS
61242,DAS_EXTENDED
61243,DAS_EXTENDED
61250,DAS_EXTENDED
61251,DAS_EXTENDED
61252,DAS_EXTENDED
61257,DAS
61258,DAS_EXTENDED
61259,DAS_EXTENDED
61260,DAS_EXTENDED
61261,DAS_EXTENDED
61262,DAS_EXTENDED
61263,DAS_EXTENDED
61270,DAS_EXTENDED
61272,DAS_EXTENDED
61273,DAS
61274,DAS_EXTENDED
61275,DAS
61277,DAS_EXTENDED
61278,DAS
61279,DAS_EXTENDED
61281,DAS_EXTENDED
61283,DAS_EXTENDED
61284,DAS
61285,DAS_EXTENDED
61301,DAS
61310,DAS_EXTENDED
61311,DAS_EXTENDED
61312,DAS_EXTENDED
61313,DAS_EXTENDED
61314,DAS_EXTENDED
61315,DAS_EXTENDED
61316,DAS_EXTENDED
61317,DAS
61318,DAS_EXTENDED
61319,DAS_EXTENDED
61320,DAS
61321,DAS_EXTENDED
61322,DAS_EXTENDED
61323,DAS
61324,DAS_EXTENDED
61325,DAS_EXTENDED
61326,DAS_EXTENDED
61327,DAS_EXTENDED
61328,DAS_EXTENDED
61329,DAS_EXTENDED
61330,DAS_EXTENDED
61331,DAS
61333,DAS_EXTENDED
61334,DAS_EXTENDED
61335,DAS
61336,DAS_EXTENDED
61337,DAS_EXTENDED
61338,DAS_EXTENDED
61340,DAS_EXTENDED
61341,DAS_EXTENDED
61342,DAS_EXTENDED
61344,DAS_EXTENDED
61345,DAS_EXTENDED
61346,DAS
61349,DAS_EXTENDED
61350,DAS
61353,DAS_EXTENDED
61356,DAS
61358,DAS_EXTENDED
61359,DAS_EXTENDED
61360,DAS_EXTENDED
61361,DAS_EXTENDED
61362,DAS
61363,DAS
61364,DAS
61367,DAS_EXTENDED
61368,DAS_EXTENDED
61369,DAS_EXTENDED
61370,DAS_EXTENDED
61371,DAS
61372,DAS
61373,DAS_EXTENDED
61375,DAS_EXTENDED
61376,DAS_EXTENDED
61377,DAS_EXTENDED
61378,DAS_EXTENDED
61379,DAS_EXTENDED
61410,DAS_EXTENDED
61411,DAS
61412,DAS_EXTENDED
61413,DAS_EXTENDED
61414,DAS_EXTENDED
61415,DAS_EXTENDED
61416,DAS_EXTENDED
61417,DAS_EXTENDED
61418,DAS_EXTENDED
61419,DAS
61420,DAS_EXTENDED
61421,DAS_EXTENDED
61422,DAS_EXTENDED
61423,DAS_EXTENDED
61424,DAS
61425,DAS_EXTENDED
61426,DAS_EXTENDED
61427,DAS_EXTENDED
61428,DAS_EXTENDED
61430,DAS
61431,DAS_EXTENDED
61432,DAS_EXTENDED
61433,DAS
61434,DAS_EXTENDED
61435,DAS_EXTENDED
61436,DAS_EXTENDED
61437,DAS_EXTENDED
61438,DAS_EXTENDED
61439,DAS_EXTENDED
61440,DAS_EXTENDED
61441,DAS_EXTENDED
61442,DAS_EXTENDED
61443,DAS
61447,DAS_EXTENDED
61448,DAS
61449,DAS_EXTENDED
61450,DAS_EXTENDED
61451,DAS
61452,DAS_EXTENDED
61453,DAS_EXTENDED
61454,DAS_EXTENDED
61455,DAS_EXTENDED
61458,DAS_EXTENDED
61459,DAS_EXTENDED
61460,DAS_EXTENDED
61462,DAS_EXTENDED
61465,DAS_EXTENDED
61466,DAS_EXTENDED
61467,DAS_EXTENDED
61468,DAS
61469,DAS_EXTENDED
61470,DAS_EXTENDED
61471,DAS_EXTENDED
61472,DAS_EXTENDED
61473,DAS_EXTENDED
61474,DAS_EXTENDED
61475,DAS_EXTENDED
61476,DAS_EXTENDED
61477,DAS_EXTENDED
61478,DAS_EXTENDED
61479,DAS_EXTENDED
61480,DAS_EXTENDED
61482,DAS_EXTENDED
61483,DAS_EXTENDED
61484,DAS_EXTENDED
61485,DAS_EXTENDED
61486,DAS_EXTENDED
61488,DAS_EXTENDED
61489,DAS_EXTENDED
61490,DAS_EXTENDED
61491,DAS_EXTENDED
61501,DAS_EXTENDED
61516,DAS_EXTENDED
61517,DAS_EXTENDED
61519,DAS
61520,DAS
61523,DAS
61524,DAS
61526,DAS_EXTENDED
61528,DAS
61529,DAS_EXTENDED
61530,DAS
61531,DAS_EXTENDED
61532,DAS_EXTENDED
61533,DAS_EXTENDED
61534,DAS_EXTENDED
61535,DAS_EXTENDED
61536,DAS_EXTENDED
61537,DAS
61540,DAS_EXTENDED
61541,DAS_EXTENDED
61542,DAS_EXTENDED
61543,DAS_EXTENDED
61544,DAS_EXTENDED
61545,DAS_EXTENDED
61546,DAS_EXTENDED
61547,DAS
61548,DAS
61559,DAS_EXTENDED
61560,DAS_EXTENDED
61561,DAS_EXTENDED
61564,DAS
61565,DAS_EXTENDED
61567,DAS_EXTENDED
61568,DAS
61569,DAS_EXTENDED
61570,DAS_EXTENDED
61572,DAS_EXTENDED
61705,DAS
61720,DAS_EXTENDED
61721,DAS_EXTENDED
61722,DAS_EXTENDED
61723,DAS_EXTENDED
61724,DAS_EXTENDED
61725,DAS_EXTENDED
61726,DAS_EXTENDED
61727,DAS
61728,DAS_EXTENDED
61729,DAS
61730,DAS_EXTENDED
61731,DAS_EXTENDED
61732,DAS_EXTENDED
61733,DAS_EXTENDED
61734,DAS_EXTENDED
61735,DAS_EXTENDED
61736,DAS
61737,DAS_EXTENDED
61738,DAS_EXTENDED
61739,DAS_EXTENDED
61740,DAS_EXTENDED
61741,DAS_EXTENDED
61743,DAS_EXTENDED
61744,DAS_EXTENDED
61745,DAS_EXTENDED
61747,DAS_EXTENDED
61748,DAS_EXTENDED
61749,DAS_EXTENDED
61750,DAS_EXTENDED
61751,DAS
61752,DAS_EXTENDED
61753,DAS_EXTENDED
61754,DAS_EXTENDED
61755,DAS
61756,DAS_EXTENDED
61758,DAS_EXTENDED
61759,DAS_EXTENDED
61760,DAS_EXTENDED
61764,DAS
61769,DAS_EXTENDED
61770,DAS_EXTENDED
61771,DAS_EXTENDED
61772,DAS_EXTENDED
61773,DAS_EXTENDED
61774,DAS_EXTENDED
61775,DAS_EXTENDED
61776,DAS_EXTENDED
61777,DAS_EXTENDED
61778,DAS_EXTENDED
61810,DAS_EXTENDED
61811,DAS_EXTENDED
61812,DAS_EXTENDED
61813,DAS_EXTENDED
61814,DAS_EXTENDED
61815,DAS
61816,DAS_EXTENDED
61817,DAS_EXTENDED
61818,DAS_EXTENDED
61830,DAS_EXTENDED
61831,DAS_EXTENDED
61834,DAS
61839,DAS_EXTENDED
61840,DAS_EXTENDED
61841,DAS_EXTENDED
61842,DAS_EXTENDED
61843,DAS_EXTENDED
61844,DAS_EXTENDED
61845,DAS_EXTENDED
61846,DAS_EXTENDED
61847,DAS
61848,DAS
61849,DAS_EXTENDED
61850,DAS_EXTENDED
61851,DAS
61852,DAS_EXTENDED
61854,DAS_EXTENDED
61855,DAS
61856,DAS
61857,DAS
61858,DAS
61859,DAS_EXTENDED
61862,DAS_EXTENDED
61863,DAS_EXTENDED
61864,DAS
61865,DAS_EXTENDED
61870,DAS_EXTENDED
61871,DAS_EXTENDED
61872,DAS_EXTENDED
61873,DAS
61875,DAS_EXTENDED
61876,DAS_EXTENDED
61877,DAS
61878,DAS_EXTENDED
61880,DAS
61882,DAS_EXTENDED
61883,DAS
61884,DAS
61910,DAS_EXTENDED
61911,DAS
61912,DAS_EXTENDED
61913,DAS_EXTENDED
61914,DAS_EXTENDED
61917,DAS_EXTENDED
61919,DAS_EXTENDED
61920,DAS
61924,DAS_EXTENDED
61925,DAS_EXTENDED
61928,DAS_EXTENDED
61929,DAS_EXTENDED
61930,DAS_EXTENDED
61931,DAS_EXTENDED
61932,DAS_EXTENDED
61933,DAS_EXTENDED
61936,DAS
61937,DAS_EXTENDED
61938,DAS
61940,DAS_EXTENDED
61941,DAS
61942,DAS_EXTENDED
61943,DAS_EXTENDED
61944,DAS
61949,DAS_EXTENDED
61951,DAS_EXTENDED
61953,DAS
61955,DAS
61956,DAS
61957,DAS_EXTENDED
62001,REMOTE_US48
62006,DAS_EXTENDED
62009,DAS
62011,DAS_EXTENDED
62012,DAS_EXTENDED
62013,DAS_EXTENDED
62014,DAS_EXTENDED
62015,DAS_EXTENDED
62016,DAS_EXTENDED
62017,DAS_EXTENDED
62019,DAS_EXTENDED
62021,DAS_EXTENDED
62022,DAS_EXTENDED
62023,DAS
62027,DAS_EXTENDED
62028,DAS_EXTENDED
62030,DAS
62031,DAS_EXTENDED
62032,DAS_EXTENDED
62033,DAS_EXTENDED
62035,DAS
62036,DAS_EXTENDED
62037,REMOTE_US48
62044,DAS_EXTENDED
62045,DAS_EXTENDED
62046,DAS
62047,DAS_EXTENDED
62048,DAS
62049,DAS_EXTENDED
62050,DAS_EXTENDED
62051,DAS_EXTENDED
62052,DAS_EXTENDED
62053,REMOTE_US48
62054,DAS_EXTENDED
62056,DAS_EXTENDED
62058,DAS
62061,DAS_EXTENDED
62063,DAS_EXTENDED
62065,DAS_EXTENDED
62067,DAS
62069,DAS
62070,DAS_EXTENDED
62074,REMOTE_US48
62075,DAS_EXTENDED
62076,DAS_EXTENDED
62078,DAS_EXTENDED
62079,DAS_EXTENDED
62080,DAS_EXTENDED
62081,DAS_EXTENDED
62082,DAS_EXTENDED
62083,DAS_EXTENDED
62084,DAS
62085,DAS
62086,DAS_EXTENDED
62087,DAS
62088,DAS
62089,DAS
62090,DAS
62091,DAS_EXTENDED
62092,DAS_EXTENDED
62093,DAS
62094,DAS_EXTENDED
62097,DAS_EXTENDED
62098,DAS_EXTENDED
62201,DAS
62202,DAS
62203,DAS
62204,DAS
62214,DAS_EXTENDED
62215,DAS
